"","X1","indicador","periodo","valor_absoluto"
"632",632,"Prehospital Emergency Care",2019-02-22,202
"633",633,"Emergency Care",2019-02-22,1131
"634",634,"Primary care",2019-02-22,927
"635",635,"Other",2019-02-22,819
"636",636,"Self-care",2019-02-22,935
"637",637,"Self-care",2019-02-21,952
"638",638,"Other",2019-02-21,749
"639",639,"Primary care",2019-02-21,896
"640",640,"Prehospital Emergency Care",2019-02-21,173
"641",641,"Emergency Care",2019-02-21,1085
"642",642,"Poison Control hot-line",2019-02-21,37
"643",643,"Self-care",2019-02-20,1030
"644",644,"Poison Control hot-line",2019-02-20,29
"645",645,"Other",2019-02-20,827
"646",646,"Emergency Care",2019-02-20,1159
"647",647,"Prehospital Emergency Care",2019-02-20,188
"648",648,"Primary care",2019-02-20,1112
"649",649,"Other",2019-02-19,757
"650",650,"Self-care",2019-02-19,1016
"651",651,"Poison Control hot-line",2019-02-19,33
"652",652,"Primary care",2019-02-19,1071
"653",653,"Emergency Care",2019-02-19,1060
"654",654,"Prehospital Emergency Care",2019-02-19,200
"655",655,"Self-care",2019-02-18,1095
"656",656,"Emergency Care",2019-02-18,1221
"657",657,"Poison Control hot-line",2019-02-18,32
"658",658,"Other",2019-02-18,927
"659",659,"Primary care",2019-02-18,1315
"660",660,"Prehospital Emergency Care",2019-02-18,212
"661",661,"Emergency Care",2019-02-17,1255
"662",662,"Self-care",2019-02-17,1143
"663",663,"Prehospital Emergency Care",2019-02-17,203
"664",664,"Other",2019-02-17,814
"665",665,"Primary care",2019-02-17,1013
"666",666,"Poison Control hot-line",2019-02-17,33
"667",667,"Other",2019-02-16,1065
"668",668,"Primary care",2019-02-16,914
"669",669,"Poison Control hot-line",2019-02-16,27
"670",670,"Self-care",2019-02-16,1168
"671",671,"Emergency Care",2019-02-16,1315
"672",672,"Prehospital Emergency Care",2019-02-16,213
"673",673,"Self-care",2019-02-15,1246
"674",674,"Emergency Care",2019-02-15,1301
"675",675,"Prehospital Emergency Care",2019-02-15,227
"676",676,"Poison Control hot-line",2019-02-15,30
"677",677,"Other",2019-02-15,1012
"678",678,"Primary care",2019-02-15,1012
"679",679,"Self-care",2019-02-14,1082
"680",680,"Other",2019-02-14,850
"681",681,"Primary care",2019-02-14,1095
"682",682,"Emergency Care",2019-02-14,1034
"683",683,"Poison Control hot-line",2019-02-14,23
"684",684,"Prehospital Emergency Care",2019-02-14,205
"685",685,"Other",2019-02-13,915
"686",686,"Poison Control hot-line",2019-02-13,18
"687",687,"Primary care",2019-02-13,1213
"688",688,"Emergency Care",2019-02-13,1117
"689",689,"Self-care",2019-02-13,1220
"690",690,"Prehospital Emergency Care",2019-02-13,206
"691",691,"Self-care",2019-02-12,1181
"692",692,"Primary care",2019-02-12,1178
"693",693,"Poison Control hot-line",2019-02-12,31
"694",694,"Other",2019-02-12,855
"695",695,"Emergency Care",2019-02-12,1184
"696",696,"Prehospital Emergency Care",2019-02-12,193
"697",697,"Primary care",2019-02-11,1417
"698",698,"Prehospital Emergency Care",2019-02-11,238
"699",699,"Self-care",2019-02-11,1251
"700",700,"Emergency Care",2019-02-11,1391
"701",701,"Poison Control hot-line",2019-02-11,26
"702",702,"Other",2019-02-11,986
"703",703,"Primary care",2019-02-10,1025
"704",704,"Poison Control hot-line",2019-02-10,26
"705",705,"Other",2019-02-10,1041
"706",706,"Self-care",2019-02-10,1303
"707",707,"Emergency Care",2019-02-10,1356
"708",708,"Prehospital Emergency Care",2019-02-10,230
"709",709,"Self-care",2019-02-09,1361
"710",710,"Other",2019-02-09,795
"711",711,"Primary care",2019-02-09,909
"712",712,"Poison Control hot-line",2019-02-09,36
"713",713,"Emergency Care",2019-02-09,1442
"714",714,"Prehospital Emergency Care",2019-02-09,224
"715",715,"Self-care",2019-02-08,1248
"716",716,"Primary care",2019-02-08,1072
"717",717,"Emergency Care",2019-02-08,1271
"718",718,"Prehospital Emergency Care",2019-02-08,231
"719",719,"Poison Control hot-line",2019-02-08,35
"720",720,"Other",2019-02-08,962
"721",721,"Primary care",2019-02-07,1257
"722",722,"Other",2019-02-07,998
"723",723,"Emergency Care",2019-02-07,1249
"724",724,"Poison Control hot-line",2019-02-07,32
"725",725,"Self-care",2019-02-07,1383
"726",726,"Prehospital Emergency Care",2019-02-07,242
"727",727,"Poison Control hot-line",2019-02-06,26
"728",728,"Other",2019-02-06,919
"729",729,"Prehospital Emergency Care",2019-02-06,185
"730",730,"Primary care",2019-02-06,1282
"731",731,"Self-care",2019-02-06,1307
"732",732,"Emergency Care",2019-02-06,1210
"733",733,"Poison Control hot-line",2019-02-05,27
"734",734,"Prehospital Emergency Care",2019-02-05,229
"735",735,"Primary care",2019-02-05,1330
"736",736,"Other",2019-02-05,872
"737",737,"Emergency Care",2019-02-05,1261
"738",738,"Self-care",2019-02-05,1241
"739",739,"Emergency Care",2019-02-04,1348
"740",740,"Prehospital Emergency Care",2019-02-04,269
"741",741,"Primary care",2019-02-04,1512
"742",742,"Self-care",2019-02-04,1435
"743",743,"Poison Control hot-line",2019-02-04,30
"744",744,"Other",2019-02-04,1062
"745",745,"Emergency Care",2019-02-03,1363
"746",746,"Prehospital Emergency Care",2019-02-03,224
"747",747,"Other",2019-02-03,994
"748",748,"Primary care",2019-02-03,1081
"749",749,"Poison Control hot-line",2019-02-03,32
"750",750,"Self-care",2019-02-03,1490
"751",751,"Emergency Care",2019-02-02,1497
"752",752,"Prehospital Emergency Care",2019-02-02,213
"753",753,"Other",2019-02-02,830
"754",754,"Self-care",2019-02-02,1550
"755",755,"Poison Control hot-line",2019-02-02,29
"756",756,"Primary care",2019-02-02,1008
"757",757,"Self-care",2019-02-01,1517
"758",758,"Emergency Care",2019-02-01,1205
"759",759,"Primary care",2019-02-01,1181
"760",760,"Other",2019-02-01,1014
"761",761,"Poison Control hot-line",2019-02-01,36
"762",762,"Prehospital Emergency Care",2019-02-01,202
"763",763,"Emergency Care",2019-01-31,1180
"764",764,"Poison Control hot-line",2019-01-31,33
"765",765,"Self-care",2019-01-31,1439
"766",766,"Primary care",2019-01-31,1330
"767",767,"Prehospital Emergency Care",2019-01-31,238
"768",768,"Other",2019-01-31,1188
"769",769,"Poison Control hot-line",2019-01-30,23
"770",770,"Self-care",2019-01-30,1477
"771",771,"Prehospital Emergency Care",2019-01-30,217
"772",772,"Primary care",2019-01-30,1507
"773",773,"Emergency Care",2019-01-30,1244
"774",774,"Other",2019-01-30,1182
"775",775,"Poison Control hot-line",2019-01-29,29
"776",776,"Self-care",2019-01-29,1656
"777",777,"Primary care",2019-01-29,1491
"778",778,"Emergency Care",2019-01-29,1280
"779",779,"Other",2019-01-29,1174
"780",780,"Prehospital Emergency Care",2019-01-29,224
"781",781,"Prehospital Emergency Care",2019-01-28,262
"782",782,"Self-care",2019-01-28,1580
"783",783,"Primary care",2019-01-28,1606
"784",784,"Emergency Care",2019-01-28,1308
"785",785,"Poison Control hot-line",2019-01-28,37
"786",786,"Other",2019-01-28,1958
"787",787,"Other",2019-01-27,2271
"788",788,"Primary care",2019-01-27,1109
"789",789,"Self-care",2019-01-27,1397
"790",790,"Poison Control hot-line",2019-01-27,29
"791",791,"Prehospital Emergency Care",2019-01-27,303
"792",792,"Emergency Care",2019-01-27,1389
"793",793,"Other",2019-01-26,1467
"794",794,"Self-care",2019-01-26,1686
"795",795,"Primary care",2019-01-26,1048
"796",796,"Emergency Care",2019-01-26,1539
"797",797,"Prehospital Emergency Care",2019-01-26,265
"798",798,"Poison Control hot-line",2019-01-26,33
"799",799,"Self-care",2019-01-25,1650
"800",800,"Prehospital Emergency Care",2019-01-25,250
"801",801,"Other",2019-01-25,1640
"802",802,"Primary care",2019-01-25,1305
"803",803,"Poison Control hot-line",2019-01-25,21
"804",804,"Emergency Care",2019-01-25,1286
"805",805,"Emergency Care",2019-01-24,1329
"806",806,"Prehospital Emergency Care",2019-01-24,328
"807",807,"Self-care",2019-01-24,1695
"808",808,"Poison Control hot-line",2019-01-24,37
"809",809,"Primary care",2019-01-24,1518
"810",810,"Other",2019-01-24,1605
"811",811,"Prehospital Emergency Care",2019-01-23,248
"812",812,"Emergency Care",2019-01-23,1313
"813",813,"Poison Control hot-line",2019-01-23,18
"814",814,"Primary care",2019-01-23,1669
"815",815,"Other",2019-01-23,1289
"816",816,"Self-care",2019-01-23,1828
"817",817,"Poison Control hot-line",2019-01-22,23
"818",818,"Other",2019-01-22,1959
"819",819,"Prehospital Emergency Care",2019-01-22,270
"820",820,"Primary care",2019-01-22,1458
"821",821,"Self-care",2019-01-22,1766
"822",822,"Emergency Care",2019-01-22,1222
"823",823,"Primary care",2019-01-21,1750
"824",824,"Primary care",2019-01-21,1750
"825",825,"Poison Control hot-line",2019-01-21,27
"826",826,"Poison Control hot-line",2019-01-21,27
"827",827,"Other",2019-01-21,0
"828",828,"Other",2019-01-21,0
"829",829,"Emergency Care",2019-01-21,0
"830",830,"Emergency Care",2019-01-21,0
"831",831,"Prehospital Emergency Care",2019-01-21,0
"832",832,"Prehospital Emergency Care",2019-01-21,0
"833",833,"Self-care",2019-01-21,0
"834",834,"Self-care",2019-01-21,0
"835",835,"Primary care",2019-01-21,0
"836",836,"Primary care",2019-01-21,0
"837",837,"Poison Control hot-line",2019-01-21,0
"838",838,"Poison Control hot-line",2019-01-21,0
"839",839,"Self-care",2019-01-21,1778
"840",840,"Self-care",2019-01-21,1778
"841",841,"Emergency Care",2019-01-21,1336
"842",842,"Emergency Care",2019-01-21,1336
"843",843,"Prehospital Emergency Care",2019-01-21,294
"844",844,"Prehospital Emergency Care",2019-01-21,294
"845",845,"Other",2019-01-21,2508
"846",846,"Other",2019-01-21,2508
"847",847,"Emergency Care",2019-01-20,0
"848",848,"Emergency Care",2019-01-20,0
"849",849,"Emergency Care",2019-01-20,0
"850",850,"Poison Control hot-line",2019-01-20,0
"851",851,"Poison Control hot-line",2019-01-20,0
"852",852,"Poison Control hot-line",2019-01-20,0
"853",853,"Other",2019-01-20,0
"854",854,"Other",2019-01-20,0
"855",855,"Other",2019-01-20,0
"856",856,"Poison Control hot-line",2019-01-20,34
"857",857,"Poison Control hot-line",2019-01-20,34
"858",858,"Poison Control hot-line",2019-01-20,34
"859",859,"Other",2019-01-20,2778
"860",860,"Other",2019-01-20,2778
"861",861,"Other",2019-01-20,2778
"862",862,"Prehospital Emergency Care",2019-01-20,244
"863",863,"Prehospital Emergency Care",2019-01-20,244
"864",864,"Prehospital Emergency Care",2019-01-20,244
"865",865,"Other",2019-01-20,2778
"866",866,"Other",2019-01-20,2778
"867",867,"Other",2019-01-20,2778
"868",868,"Self-care",2019-01-20,0
"869",869,"Self-care",2019-01-20,0
"870",870,"Self-care",2019-01-20,0
"871",871,"Prehospital Emergency Care",2019-01-20,244
"872",872,"Prehospital Emergency Care",2019-01-20,244
"873",873,"Prehospital Emergency Care",2019-01-20,244
"874",874,"Primary care",2019-01-20,0
"875",875,"Primary care",2019-01-20,0
"876",876,"Primary care",2019-01-20,0
"877",877,"Prehospital Emergency Care",2019-01-20,0
"878",878,"Prehospital Emergency Care",2019-01-20,0
"879",879,"Prehospital Emergency Care",2019-01-20,0
"880",880,"Self-care",2019-01-20,1539
"881",881,"Self-care",2019-01-20,1539
"882",882,"Self-care",2019-01-20,1539
"883",883,"Primary care",2019-01-20,1155
"884",884,"Primary care",2019-01-20,1155
"885",885,"Primary care",2019-01-20,1155
"886",886,"Primary care",2019-01-20,1155
"887",887,"Primary care",2019-01-20,1155
"888",888,"Primary care",2019-01-20,1155
"889",889,"Self-care",2019-01-20,1539
"890",890,"Self-care",2019-01-20,1539
"891",891,"Self-care",2019-01-20,1539
"892",892,"Emergency Care",2019-01-20,1381
"893",893,"Emergency Care",2019-01-20,1381
"894",894,"Emergency Care",2019-01-20,1381
"895",895,"Poison Control hot-line",2019-01-20,34
"896",896,"Poison Control hot-line",2019-01-20,34
"897",897,"Poison Control hot-line",2019-01-20,34
"898",898,"Emergency Care",2019-01-20,1381
"899",899,"Emergency Care",2019-01-20,1381
"900",900,"Emergency Care",2019-01-20,1381
"901",901,"Poison Control hot-line",2019-01-19,26
"902",902,"Poison Control hot-line",2019-01-19,26
"903",903,"Other",2019-01-19,2312
"904",904,"Other",2019-01-19,2312
"905",905,"Self-care",2019-01-19,1679
"906",906,"Self-care",2019-01-19,1679
"907",907,"Other",2019-01-19,2312
"908",908,"Other",2019-01-19,2312
"909",909,"Self-care",2019-01-19,1679
"910",910,"Self-care",2019-01-19,1679
"911",911,"Prehospital Emergency Care",2019-01-19,213
"912",912,"Prehospital Emergency Care",2019-01-19,213
"913",913,"Emergency Care",2019-01-19,1323
"914",914,"Emergency Care",2019-01-19,1323
"915",915,"Primary care",2019-01-19,1047
"916",916,"Primary care",2019-01-19,1047
"917",917,"Poison Control hot-line",2019-01-19,26
"918",918,"Poison Control hot-line",2019-01-19,26
"919",919,"Prehospital Emergency Care",2019-01-19,213
"920",920,"Prehospital Emergency Care",2019-01-19,213
"921",921,"Primary care",2019-01-19,1047
"922",922,"Primary care",2019-01-19,1047
"923",923,"Emergency Care",2019-01-19,1323
"924",924,"Emergency Care",2019-01-19,1323
"925",925,"Prehospital Emergency Care",2019-01-18,226
"926",926,"Prehospital Emergency Care",2019-01-18,226
"927",927,"Emergency Care",2019-01-18,1231
"928",928,"Emergency Care",2019-01-18,1231
"929",929,"Other",2019-01-18,1585
"930",930,"Other",2019-01-18,1585
"931",931,"Poison Control hot-line",2019-01-18,31
"932",932,"Poison Control hot-line",2019-01-18,31
"933",933,"Self-care",2019-01-18,1608
"934",934,"Self-care",2019-01-18,1608
"935",935,"Primary care",2019-01-18,1301
"936",936,"Primary care",2019-01-18,1301
"937",937,"Other",2019-01-18,1585
"938",938,"Other",2019-01-18,1585
"939",939,"Poison Control hot-line",2019-01-18,31
"940",940,"Poison Control hot-line",2019-01-18,31
"941",941,"Prehospital Emergency Care",2019-01-18,226
"942",942,"Prehospital Emergency Care",2019-01-18,226
"943",943,"Self-care",2019-01-18,1608
"944",944,"Self-care",2019-01-18,1608
"945",945,"Primary care",2019-01-18,1301
"946",946,"Primary care",2019-01-18,1301
"947",947,"Emergency Care",2019-01-18,1231
"948",948,"Emergency Care",2019-01-18,1231
"949",949,"Prehospital Emergency Care",2019-01-17,222
"950",950,"Prehospital Emergency Care",2019-01-17,222
"951",951,"Other",2019-01-17,1882
"952",952,"Other",2019-01-17,1882
"953",953,"Primary care",2019-01-17,1428
"954",954,"Primary care",2019-01-17,1428
"955",955,"Poison Control hot-line",2019-01-17,32
"956",956,"Poison Control hot-line",2019-01-17,32
"957",957,"Emergency Care",2019-01-17,1233
"958",958,"Emergency Care",2019-01-17,1233
"959",959,"Prehospital Emergency Care",2019-01-17,222
"960",960,"Prehospital Emergency Care",2019-01-17,222
"961",961,"Self-care",2019-01-17,1615
"962",962,"Self-care",2019-01-17,1615
"963",963,"Emergency Care",2019-01-17,1233
"964",964,"Emergency Care",2019-01-17,1233
"965",965,"Other",2019-01-17,1882
"966",966,"Other",2019-01-17,1882
"967",967,"Self-care",2019-01-17,1615
"968",968,"Self-care",2019-01-17,1615
"969",969,"Primary care",2019-01-17,1428
"970",970,"Primary care",2019-01-17,1428
"971",971,"Poison Control hot-line",2019-01-17,32
"972",972,"Poison Control hot-line",2019-01-17,32
"973",973,"Primary care",2019-01-16,1340
"974",974,"Primary care",2019-01-16,1340
"975",975,"Poison Control hot-line",2019-01-16,25
"976",976,"Poison Control hot-line",2019-01-16,25
"977",977,"Self-care",2019-01-16,1645
"978",978,"Self-care",2019-01-16,1645
"979",979,"Poison Control hot-line",2019-01-16,25
"980",980,"Poison Control hot-line",2019-01-16,25
"981",981,"Prehospital Emergency Care",2019-01-16,239
"982",982,"Prehospital Emergency Care",2019-01-16,239
"983",983,"Primary care",2019-01-16,1340
"984",984,"Primary care",2019-01-16,1340
"985",985,"Prehospital Emergency Care",2019-01-16,239
"986",986,"Prehospital Emergency Care",2019-01-16,239
"987",987,"Emergency Care",2019-01-16,1191
"988",988,"Emergency Care",2019-01-16,1191
"989",989,"Other",2019-01-16,1967
"990",990,"Other",2019-01-16,1967
"991",991,"Self-care",2019-01-16,1645
"992",992,"Self-care",2019-01-16,1645
"993",993,"Emergency Care",2019-01-16,1191
"994",994,"Emergency Care",2019-01-16,1191
"995",995,"Other",2019-01-16,1967
"996",996,"Other",2019-01-16,1967
"997",997,"Self-care",2019-01-15,1734
"998",998,"Self-care",2019-01-15,1734
"999",999,"Poison Control hot-line",2019-01-15,23
"1000",1000,"Poison Control hot-line",2019-01-15,23
"1001",1001,"Other",2019-01-15,1560
"1002",1002,"Other",2019-01-15,1560
"1003",1003,"Poison Control hot-line",2019-01-15,23
"1004",1004,"Poison Control hot-line",2019-01-15,23
"1005",1005,"Prehospital Emergency Care",2019-01-15,245
"1006",1006,"Prehospital Emergency Care",2019-01-15,245
"1007",1007,"Other",2019-01-15,1560
"1008",1008,"Other",2019-01-15,1560
"1009",1009,"Primary care",2019-01-15,1536
"1010",1010,"Primary care",2019-01-15,1536
"1011",1011,"Prehospital Emergency Care",2019-01-15,245
"1012",1012,"Prehospital Emergency Care",2019-01-15,245
"1013",1013,"Emergency Care",2019-01-15,1229
"1014",1014,"Emergency Care",2019-01-15,1229
"1015",1015,"Self-care",2019-01-15,1734
"1016",1016,"Self-care",2019-01-15,1734
"1017",1017,"Emergency Care",2019-01-15,1229
"1018",1018,"Emergency Care",2019-01-15,1229
"1019",1019,"Primary care",2019-01-15,1536
"1020",1020,"Primary care",2019-01-15,1536
"1021",1021,"Primary care",2019-01-14,1748
"1022",1022,"Primary care",2019-01-14,1748
"1023",1023,"Prehospital Emergency Care",2019-01-14,230
"1024",1024,"Prehospital Emergency Care",2019-01-14,230
"1025",1025,"Self-care",2019-01-14,1819
"1026",1026,"Self-care",2019-01-14,1819
"1027",1027,"Emergency Care",2019-01-14,1380
"1028",1028,"Emergency Care",2019-01-14,1380
"1029",1029,"Poison Control hot-line",2019-01-14,29
"1030",1030,"Poison Control hot-line",2019-01-14,29
"1031",1031,"Poison Control hot-line",2019-01-14,29
"1032",1032,"Poison Control hot-line",2019-01-14,29
"1033",1033,"Primary care",2019-01-14,1748
"1034",1034,"Primary care",2019-01-14,1748
"1035",1035,"Prehospital Emergency Care",2019-01-14,230
"1036",1036,"Prehospital Emergency Care",2019-01-14,230
"1037",1037,"Emergency Care",2019-01-14,1380
"1038",1038,"Emergency Care",2019-01-14,1380
"1039",1039,"Self-care",2019-01-14,1819
"1040",1040,"Self-care",2019-01-14,1819
"1041",1041,"Other",2019-01-14,1850
"1042",1042,"Other",2019-01-14,1850
"1043",1043,"Other",2019-01-14,1850
"1044",1044,"Other",2019-01-14,1850
"1045",1045,"Poison Control hot-line",2019-01-13,29
"1046",1046,"Poison Control hot-line",2019-01-13,29
"1047",1047,"Other",2019-01-13,2239
"1048",1048,"Other",2019-01-13,2239
"1049",1049,"Prehospital Emergency Care",2019-01-13,263
"1050",1050,"Prehospital Emergency Care",2019-01-13,263
